College Code,College Name,Branch Code,Branch Name,2023,2024,Difference
5533,"Karaikudi Institute of Technology & KaraikudiInstitute of Management, Keeranipatti Village,Thalakkavur Panchayat, Karaikudi, Sivaganga-630307.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,18,22,4
5533,"Karaikudi Institute of Technology & KaraikudiInstitute of Management, Keeranipatti Village,Thalakkavur Panchayat, Karaikudi, Sivaganga-630307.",ME,MECHANICAL ENGINEERING,35,39,4
5536,"Mangayarkarasi College of Engineering, 7-1-139, 1stStreet, Mangayarkarasi Nagar, Paravai, Madurai-625402.",AG,AGRICULTURE ENGINEERING,55,54,-1
5536,"Mangayarkarasi College of Engineering, 7-1-139, 1stStreet, Mangayarkarasi Nagar, Paravai, Madurai-625402.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),34,36,2
5536,"Mangayarkarasi College of Engineering, 7-1-139, 1stStreet, Mangayarkarasi Nagar, Paravai, Madurai-625402.",CS,COMPUTER SCIENCE ANDENGINEERING,35,35,0
5536,"Mangayarkarasi College of Engineering, 7-1-139, 1stStreet, Mangayarkarasi Nagar, Paravai, Madurai-625402.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,55,50,-5
5536,"Mangayarkarasi College of Engineering, 7-1-139, 1stStreet, Mangayarkarasi Nagar, Paravai, Madurai-625402.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,54,54,0
5536,"Mangayarkarasi College of Engineering, 7-1-139, 1stStreet, Mangayarkarasi Nagar, Paravai, Madurai-625402.",ME,MECHANICAL ENGINEERING,35,35,0
5537,"Jainee College of Engineering and Technology,Dindigul-Theni Main Road, (NHB Extn.),Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post,Dindigul-624303.",AD,Artificial Intelligence and DataScience,0,27,27
5537,"Jainee College of Engineering and Technology,Dindigul-Theni Main Road, (NHB Extn.),Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post,Dindigul-624303.",BM,BIO MEDICAL ENGINEERING,0,27,27
5537,"Jainee College of Engineering and Technology,Dindigul-Theni Main Road, (NHB Extn.),Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post,Dindigul-624303.",CE,CIVIL  ENGINEERING,27,27,0
5537,"Jainee College of Engineering and Technology,Dindigul-Theni Main Road, (NHB Extn.),Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post,Dindigul-624303.",CS,COMPUTER SCIENCE ANDENGINEERING,19,21,2
5537,"Jainee College of Engineering and Technology,Dindigul-Theni Main Road, (NHB Extn.),Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post,Dindigul-624303.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,21,21,0
5537,"Jainee College of Engineering and Technology,Dindigul-Theni Main Road, (NHB Extn.),Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post,Dindigul-624303.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,21,21,0
5537,"Jainee College of Engineering and Technology,Dindigul-Theni Main Road, (NHB Extn.),Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post,Dindigul-624303.",ME,MECHANICAL ENGINEERING,41,41,0
5703,"Christian College of Engineering and Technology,Near Check Post, Oddanchatram, Dindigul-624619.",AD,Artificial Intelligence and DataScience,26,19,-7
5703,"Christian College of Engineering and Technology,Near Check Post, Oddanchatram, Dindigul-624619.",AG,AGRICULTURE ENGINEERING,27,27,0
5703,"Christian College of Engineering and Technology,Near Check Post, Oddanchatram, Dindigul-624619.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),0,54,54
5703,"Christian College of Engineering and Technology,Near Check Post, Oddanchatram, Dindigul-624619.",CE,CIVIL  ENGINEERING,27,27,0
5703,"Christian College of Engineering and Technology,Near Check Post, Oddanchatram, Dindigul-624619.",CS,COMPUTER SCIENCE ANDENGINEERING,49,52,3
5703,"Christian College of Engineering and Technology,Near Check Post, Oddanchatram, Dindigul-624619.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,54,55,1
5703,"Christian College of Engineering and Technology,Near Check Post, Oddanchatram, Dindigul-624619.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,54,27,-27
5703,"Christian College of Engineering and Technology,Near Check Post, Oddanchatram, Dindigul-624619.",IT,INFORMATION TECHNOLOGY,48,51,3
5703,"Christian College of Engineering and Technology,Near Check Post, Oddanchatram, Dindigul-624619.",ME,MECHANICAL ENGINEERING,55,28,-27
5832,"N.P.R College of Engineering and Technology(Autonomous), Punnappatti Village, Uluppakudi,Natham, Dindigul District-624401.",AD,Artificial Intelligence and DataScience,35,36,1
5832,"N.P.R College of Engineering and Technology(Autonomous), Punnappatti Village, Uluppakudi,Natham, Dindigul District-624401.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),0,54,54
5832,"N.P.R College of Engineering and Technology(Autonomous), Punnappatti Village, Uluppakudi,Natham, Dindigul District-624401.",CE,CIVIL  ENGINEERING,27,28,1
5832,"N.P.R College of Engineering and Technology(Autonomous), Punnappatti Village, Uluppakudi,Natham, Dindigul District-624401.",CS,COMPUTER SCIENCE ANDENGINEERING,70,76,6
5832,"N.P.R College of Engineering and Technology(Autonomous), Punnappatti Village, Uluppakudi,Natham, Dindigul District-624401.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,35,94,59
5832,"N.P.R College of Engineering and Technology(Autonomous), Punnappatti Village, Uluppakudi,Natham, Dindigul District-624401.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,27,23,-4
5832,"N.P.R College of Engineering and Technology(Autonomous), Punnappatti Village, Uluppakudi,Natham, Dindigul District-624401.",IT,INFORMATION TECHNOLOGY,19,46,27
5832,"N.P.R College of Engineering and Technology(Autonomous), Punnappatti Village, Uluppakudi,Natham, Dindigul District-624401.",ME,MECHANICAL ENGINEERING,26,28,2
5842,"SRM Madurai College for Engineering andTechnology, Pottapalayam Village, ManamaduraiTaluk, Sivagangai District-630611.",AD,Artificial Intelligence and DataScience,35,70,35
5842,"SRM Madurai College for Engineering andTechnology, Pottapalayam Village, ManamaduraiTaluk, Sivagangai District-630611.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),35,35,0
5842,"SRM Madurai College for Engineering andTechnology, Pottapalayam Village, ManamaduraiTaluk, Sivagangai District-630611.",CE,CIVIL  ENGINEERING,35,24,-11
5842,"SRM Madurai College for Engineering andTechnology, Pottapalayam Village, ManamaduraiTaluk, Sivagangai District-630611.",CS,COMPUTER SCIENCE ANDENGINEERING,35,71,36
5842,"SRM Madurai College for Engineering andTechnology, Pottapalayam Village, ManamaduraiTaluk, Sivagangai District-630611.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,36,70,34
5842,"SRM Madurai College for Engineering andTechnology, Pottapalayam Village, ManamaduraiTaluk, Sivagangai District-630611.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,18,17,-1
5842,"SRM Madurai College for Engineering andTechnology, Pottapalayam Village, ManamaduraiTaluk, Sivagangai District-630611.",IT,INFORMATION TECHNOLOGY,36,71,35
5842,"SRM Madurai College for Engineering andTechnology, Pottapalayam Village, ManamaduraiTaluk, Sivagangai District-630611.",ME,MECHANICAL ENGINEERING,18,24,6
5842,"SRM Madurai College for Engineering andTechnology, Pottapalayam Village, ManamaduraiTaluk, Sivagangai District-630611.",SC,Computer Science andEngineering (Cyber Security),33,35,2
5851,"Veerammal Engineering College, PVP Nagar,K.Singrakottai, Dindigul-624708.",CE,CIVIL  ENGINEERING,36,54,18
5851,"Veerammal Engineering College, PVP Nagar,K.Singrakottai, Dindigul-624708.",CS,COMPUTER SCIENCE ANDENGINEERING,35,54,19
5851,"Veerammal Engineering College, PVP Nagar,K.Singrakottai, Dindigul-624708.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,35,55,20
5851,"Veerammal Engineering College, PVP Nagar,K.Singrakottai, Dindigul-624708.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,35,54,19
5862,"R V S Educational Trust's Group of Institutions, RVSNagar, N.Paraipatti Post, Dindigul-624005.",AE,AERONAUTICAL ENGINEERING,18,26,8
5862,"R V S Educational Trust's Group of Institutions, RVSNagar, N.Paraipatti Post, Dindigul-624005.",AG,AGRICULTURE ENGINEERING,35,53,18
5862,"R V S Educational Trust's Group of Institutions, RVSNagar, N.Paraipatti Post, Dindigul-624005.",AU,AUTOMOBILE ENGINEERING,18,27,9
5862,"R V S Educational Trust's Group of Institutions, RVSNagar, N.Paraipatti Post, Dindigul-624005.",BM,BIO MEDICAL ENGINEERING,41,49,8
5862,"R V S Educational Trust's Group of Institutions, RVSNagar, N.Paraipatti Post, Dindigul-624005.",CB,COMPUTER SCIENCE ANDBUSSINESS SYSTEM,22,25,3
5862,"R V S Educational Trust's Group of Institutions, RVSNagar, N.Paraipatti Post, Dindigul-624005.",CE,CIVIL  ENGINEERING,18,27,9
5862,"R V S Educational Trust's Group of Institutions, RVSNagar, N.Paraipatti Post, Dindigul-624005.",CS,COMPUTER SCIENCE ANDENGINEERING,34,50,16
5862,"R V S Educational Trust's Group of Institutions, RVSNagar, N.Paraipatti Post, Dindigul-624005.",ME,MECHANICAL ENGINEERING,19,28,9
5862,"R V S Educational Trust's Group of Institutions, RVSNagar, N.Paraipatti Post, Dindigul-624005.",SC,Computer Science andEngineering (Cyber Security),22,26,4
5865,"Nadar Saraswathi College of Engineering andTechnology, Vadapudupatti, Annanji Post, Theni -625531.",AD,Artificial Intelligence and DataScience,18,51,33
5865,"Nadar Saraswathi College of Engineering andTechnology, Vadapudupatti, Annanji Post, Theni -625531.",CE,CIVIL  ENGINEERING,54,53,-1
5865,"Nadar Saraswathi College of Engineering andTechnology, Vadapudupatti, Annanji Post, Theni -625531.",CS,COMPUTER SCIENCE ANDENGINEERING,34,46,12
5865,"Nadar Saraswathi College of Engineering andTechnology, Vadapudupatti, Annanji Post, Theni -625531.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,50,51,1
5865,"Nadar Saraswathi College of Engineering andTechnology, Vadapudupatti, Annanji Post, Theni -625531.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,55,55,0
5865,"Nadar Saraswathi College of Engineering andTechnology, Vadapudupatti, Annanji Post, Theni -625531.",IT,INFORMATION TECHNOLOGY,18,51,33
5865,"Nadar Saraswathi College of Engineering andTechnology, Vadapudupatti, Annanji Post, Theni -625531.",ME,MECHANICAL ENGINEERING,54,54,0
5901,Alagappa Chettair Government College of Engineeringand Technology (Autonomous)  Karaikudi  SivagangaiDistrict 630004,CE,CIVIL  ENGINEERING,53,55,2
5901,Alagappa Chettair Government College of Engineeringand Technology (Autonomous)  Karaikudi  SivagangaiDistrict 630004,CS,COMPUTER SCIENCE ANDENGINEERING,53,55,2
5901,Alagappa Chettair Government College of Engineeringand Technology (Autonomous)  Karaikudi  SivagangaiDistrict 630004,EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,54,53,-1
5901,Alagappa Chettair Government College of Engineeringand Technology (Autonomous)  Karaikudi  SivagangaiDistrict 630004,EE,ELECTRICAL AND ELECTRONICSENGINEERING,107,109,2
5901,Alagappa Chettair Government College of Engineeringand Technology (Autonomous)  Karaikudi  SivagangaiDistrict 630004,ME,MECHANICAL ENGINEERING,109,108,-1
5902,"Bharath Niketan Engineering College, Shri GowriNagar, Thimmarasanaickanoor, Aundipatti, TheniDistrict-625536.",AD,Artificial Intelligence and DataScience,50,50,0
5902,"Bharath Niketan Engineering College, Shri GowriNagar, Thimmarasanaickanoor, Aundipatti, TheniDistrict-625536.",AG,AGRICULTURE ENGINEERING,0,18,18
5902,"Bharath Niketan Engineering College, Shri GowriNagar, Thimmarasanaickanoor, Aundipatti, TheniDistrict-625536.",CE,CIVIL  ENGINEERING,19,19,0
5902,"Bharath Niketan Engineering College, Shri GowriNagar, Thimmarasanaickanoor, Aundipatti, TheniDistrict-625536.",CS,COMPUTER SCIENCE ANDENGINEERING,48,50,2
5902,"Bharath Niketan Engineering College, Shri GowriNagar, Thimmarasanaickanoor, Aundipatti, TheniDistrict-625536.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,50,50,0
5902,"Bharath Niketan Engineering College, Shri GowriNagar, Thimmarasanaickanoor, Aundipatti, TheniDistrict-625536.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,36,21,-15
5902,"Bharath Niketan Engineering College, Shri GowriNagar, Thimmarasanaickanoor, Aundipatti, TheniDistrict-625536.",IT,INFORMATION TECHNOLOGY,48,50,2
5902,"Bharath Niketan Engineering College, Shri GowriNagar, Thimmarasanaickanoor, Aundipatti, TheniDistrict-625536.",ME,MECHANICAL ENGINEERING,41,41,0
5904,"K.L.N.College of Engineering (Autonomous), Madurai -Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",AD,Artificial Intelligence and DataScience,27,27,0
5904,"K.L.N.College of Engineering (Autonomous), Madurai -Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",CI,Computer Science andEngineering (Internet of Things),31,27,-4
5904,"K.L.N.College of Engineering (Autonomous), Madurai -Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",CS,COMPUTER SCIENCE ANDENGINEERING,55,55,0
5904,"K.L.N.College of Engineering (Autonomous), Madurai -Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,54,55,1
5904,"K.L.N.College of Engineering (Autonomous), Madurai -Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,45,45,0
5904,"K.L.N.College of Engineering (Autonomous), Madurai -Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",IT,INFORMATION TECHNOLOGY,40,41,1
5904,"K.L.N.College of Engineering (Autonomous), Madurai -Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",ME,MECHANICAL ENGINEERING,45,45,0
5904,"K.L.N.College of Engineering (Autonomous), Madurai -Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",SC,Computer Science andEngineering (Cyber Security),28,27,-1
5907,"Mohamed Sathak Engineering College, Sathak Nagar,East Coast Road, Pudhu Mayakulam, Kilakarai,Ramanathapuram District-623806.",AD,Artificial Intelligence and DataScience,27,27,0
5907,"Mohamed Sathak Engineering College, Sathak Nagar,East Coast Road, Pudhu Mayakulam, Kilakarai,Ramanathapuram District-623806.",AE,AERONAUTICAL ENGINEERING,28,14,-14
5907,"Mohamed Sathak Engineering College, Sathak Nagar,East Coast Road, Pudhu Mayakulam, Kilakarai,Ramanathapuram District-623806.",AG,AGRICULTURE ENGINEERING,14,14,0
5907,"Mohamed Sathak Engineering College, Sathak Nagar,East Coast Road, Pudhu Mayakulam, Kilakarai,Ramanathapuram District-623806.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),0,18,18
5907,"Mohamed Sathak Engineering College, Sathak Nagar,East Coast Road, Pudhu Mayakulam, Kilakarai,Ramanathapuram District-623806.",CB,COMPUTER SCIENCE ANDBUSSINESS SYSTEM,27,36,9
5907,"Mohamed Sathak Engineering College, Sathak Nagar,East Coast Road, Pudhu Mayakulam, Kilakarai,Ramanathapuram District-623806.",CE,CIVIL  ENGINEERING,27,14,-13
5907,"Mohamed Sathak Engineering College, Sathak Nagar,East Coast Road, Pudhu Mayakulam, Kilakarai,Ramanathapuram District-623806.",CH,CHEMICAL  ENGINEERING,21,19,-2
5907,"Mohamed Sathak Engineering College, Sathak Nagar,East Coast Road, Pudhu Mayakulam, Kilakarai,Ramanathapuram District-623806.",CS,COMPUTER SCIENCE ANDENGINEERING,39,50,11
5907,"Mohamed Sathak Engineering College, Sathak Nagar,East Coast Road, Pudhu Mayakulam, Kilakarai,Ramanathapuram District-623806.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,28,27,-1
5907,"Mohamed Sathak Engineering College, Sathak Nagar,East Coast Road, Pudhu Mayakulam, Kilakarai,Ramanathapuram District-623806.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,27,27,0
5907,"Mohamed Sathak Engineering College, Sathak Nagar,East Coast Road, Pudhu Mayakulam, Kilakarai,Ramanathapuram District-623806.",IT,INFORMATION TECHNOLOGY,40,50,10
5907,"Mohamed Sathak Engineering College, Sathak Nagar,East Coast Road, Pudhu Mayakulam, Kilakarai,Ramanathapuram District-623806.",ME,MECHANICAL ENGINEERING,27,27,0
5907,"Mohamed Sathak Engineering College, Sathak Nagar,East Coast Road, Pudhu Mayakulam, Kilakarai,Ramanathapuram District-623806.",MR,MARINE ENGINEERING,14,14,0
5907,"Mohamed Sathak Engineering College, Sathak Nagar,East Coast Road, Pudhu Mayakulam, Kilakarai,Ramanathapuram District-623806.",SC,Computer Science andEngineering (Cyber Security),0,18,18
5910,"PSNA College of Engineering and Technology(Autonomous), Kothandaraman Nagar,Muthanampatti (PO), Dindigul-624622.",AD,Artificial Intelligence and DataScience,35,35,0
5910,"PSNA College of Engineering and Technology(Autonomous), Kothandaraman Nagar,Muthanampatti (PO), Dindigul-624622.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),0,35,35
5910,"PSNA College of Engineering and Technology(Autonomous), Kothandaraman Nagar,Muthanampatti (PO), Dindigul-624622.",BM,BIO MEDICAL ENGINEERING,35,36,1
5910,"PSNA College of Engineering and Technology(Autonomous), Kothandaraman Nagar,Muthanampatti (PO), Dindigul-624622.",CB,COMPUTER SCIENCE ANDBUSSINESS SYSTEM,35,35,0
5910,"PSNA College of Engineering and Technology(Autonomous), Kothandaraman Nagar,Muthanampatti (PO), Dindigul-624622.",CE,CIVIL  ENGINEERING,36,35,-1
5910,"PSNA College of Engineering and Technology(Autonomous), Kothandaraman Nagar,Muthanampatti (PO), Dindigul-624622.",CS,COMPUTER SCIENCE ANDENGINEERING,139,142,3
5910,"PSNA College of Engineering and Technology(Autonomous), Kothandaraman Nagar,Muthanampatti (PO), Dindigul-624622.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,142,142,0
5910,"PSNA College of Engineering and Technology(Autonomous), Kothandaraman Nagar,Muthanampatti (PO), Dindigul-624622.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,54,53,-1
5910,"PSNA College of Engineering and Technology(Autonomous), Kothandaraman Nagar,Muthanampatti (PO), Dindigul-624622.",EV,Electronics Engineering (VLSIDesign and Technology),0,36,36
5910,"PSNA College of Engineering and Technology(Autonomous), Kothandaraman Nagar,Muthanampatti (PO), Dindigul-624622.",IT,INFORMATION TECHNOLOGY,106,105,-1
5910,"PSNA College of Engineering and Technology(Autonomous), Kothandaraman Nagar,Muthanampatti (PO), Dindigul-624622.",ME,MECHANICAL ENGINEERING,69,70,1
5910,"PSNA College of Engineering and Technology(Autonomous), Kothandaraman Nagar,Muthanampatti (PO), Dindigul-624622.",SC,Computer Science andEngineering (Cyber Security),35,35,0
5911,"P.T.R. College of Engineering and Technology,Thanapandiyan Nagar, Madurai - Tirumangalam Road,Madurai-625008.",AD,Artificial Intelligence and DataScience,0,28,28
5911,"P.T.R. College of Engineering and Technology,Thanapandiyan Nagar, Madurai - Tirumangalam Road,Madurai-625008.",BM,BIO MEDICAL ENGINEERING,0,27,27
5911,"P.T.R. College of Engineering and Technology,Thanapandiyan Nagar, Madurai - Tirumangalam Road,Madurai-625008.",CB,COMPUTER SCIENCE ANDBUSSINESS SYSTEM,0,27,27
5911,"P.T.R. College of Engineering and Technology,Thanapandiyan Nagar, Madurai - Tirumangalam Road,Madurai-625008.",CE,CIVIL  ENGINEERING,27,27,0
5911,"P.T.R. College of Engineering and Technology,Thanapandiyan Nagar, Madurai - Tirumangalam Road,Madurai-625008.",CS,COMPUTER SCIENCE ANDENGINEERING,23,23,0
5911,"P.T.R. College of Engineering and Technology,Thanapandiyan Nagar, Madurai - Tirumangalam Road,Madurai-625008.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,26,27,1
5911,"P.T.R. College of Engineering and Technology,Thanapandiyan Nagar, Madurai - Tirumangalam Road,Madurai-625008.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,13,14,1
5911,"P.T.R. College of Engineering and Technology,Thanapandiyan Nagar, Madurai - Tirumangalam Road,Madurai-625008.",ME,MECHANICAL ENGINEERING,27,27,0
